Faction,Section,Unit,Composition,Points
CODEX: CHAOS SPACE MARINES,Regular,Master of Executions,1 model,80
CODEX: CHAOS SPACE MARINES,Regular,Master of Possession,1 model,60
CODEX: CHAOS SPACE MARINES,Regular,Masters of the Maelstrom,5 models,115
CODEX: CHAOS SPACE MARINES,Regular,Maulerfiend,1 model,130
CODEX: CHAOS SPACE MARINES,Regular,Nemesis Claw,5 models,110
CODEX: CHAOS SPACE MARINES,Regular,Nemesis Claw,10 models,190
CODEX: CHAOS SPACE MARINES,Regular,Noctilith Crown,1 model,125
CODEX: CHAOS SPACE MARINES,Regular,Obliterators,2 models,160
CODEX: CHAOS SPACE MARINES,Regular,Possessed,5 models,120
CODEX: CHAOS SPACE MARINES,Regular,Possessed,10 models,240
CODEX: CHAOS SPACE MARINES,Regular,Raptors,5 models,110
CODEX: CHAOS SPACE MARINES,Regular,Raptors,10 models,210
CODEX: CHAOS SPACE MARINES,Regular,Red Corsairs Raiders,5 models,110
CODEX: CHAOS SPACE MARINES,Regular,Red Corsairs Raiders,10 models,220
CODEX: CHAOS SPACE MARINES,Regular,Red Corsairs Reave-Captain,1 model,75
CODEX: CHAOS SPACE MARINES,Regular,Sorcerer,1 model,60
CODEX: CHAOS SPACE MARINES,Regular,Sorcerer in Terminator Armour,1 model,80
CODEX: CHAOS SPACE MARINES,Regular,Traitor Enforcer,2 models,55
CODEX: CHAOS SPACE MARINES,Regular,Traitor Guardsmen Squad,10 models,70
CODEX: CHAOS SPACE MARINES,Regular,Vashtorr the Arkifane,1 model,175
CODEX: CHAOS SPACE MARINES,Regular,Venomcrawler,1 model,110
CODEX: CHAOS SPACE MARINES,Regular,Warp Talons,5 models,125
CODEX: CHAOS SPACE MARINES,Regular,Warp Talons,10 models,270
CODEX: CHAOS SPACE MARINES,Regular,Warpsmith,1 model,70
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eye of Z’desh,Cabal of Chaos,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Infernal Avatar,Cabal of Chaos,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Mind Blade,Cabal of Chaos,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Touched by the Warp,Cabal of Chaos,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Amulet of Tainted Vigour,Chaos Cult,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Cultist’s Brand,Chaos Cult,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,IncendiaryGoad,Chaos Cult,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Warped Foresight,Chaos Cult,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Helm of All-seeing,Creations of Bile,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Living Carapace,Creations of Bile,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Prime Test Subject,Creations of Bile,35
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Surgical Precision,Creations of Bile,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Cursed Fang,Deceptors,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Falsehood,Deceptors,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Shroud of Obfuscation,Deceptors,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Soul Link,Deceptors,5
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eater of Dread,Dread Talons,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Night’s Shroud,Dread Talons,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Warp-fuelled Thrusters,Dread Talons,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Willbreaker,Dread Talons,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Bastion Plate,Fellhammer Siege-host,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Iron Artiflce,Fellhammer Siege-host,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Ironbound Enmity,Fellhammer Siege-host,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Warp Tracer,Fellhammer Siege-host,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Dread Reputation,Huron’s Marauders,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eager for Bloodshed,Huron’s Marauders,30
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Raid Leader,Huron’s Marauders,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Voice of the Tyrant,Huron’s Marauders,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Greyveil Hex,Nightmare Hunt,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Terrorglut Parasite,Nightmare Hunt,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Warp-fuelled Thrusters,Nightmare Hunt,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eye of Tzeentch,Pactbound Zealots,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Intoxicating Elixir,Pactbound Zealots,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Orbs of Unlife,Pactbound Zealots,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Talisman of Burning Blood,Pactbound Zealots,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Despot’s Claim,Renegade Raiders,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Dread Reaver,Renegade Raiders,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Mark of the Hound,Renegade Raiders,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Tyrant’s Lash,Renegade Raiders,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Empyric Symbiote,Renegade Warband,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eyes of the Hunter,Renegade Warband,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Fratricidal Trophies,Renegade Warband,5
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Weaponised Hatred,Renegade Warband,35
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Forge’s Blessing,Soulforged Warpack,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Invigorated Mechatendrils,Soulforged Warpack,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Tempting Addendum,Soulforged Warpack,25
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Soul Harvester,Soulforged Warpack,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eager for Vengeance,Veterans of the Long War,20
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Eye of Abaddon,Veterans of the Long War,15
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Mark of Legend,Veterans of the Long War,10
CODEX: CHAOS SPACE MARINES,Detachment Enhancement,Warmaster’s Gift,Veterans of the Long War,15
CODEX: DARK ANGELS,Regular,Asmodai,1 model,70
CODEX: DARK ANGELS,Regular,Azrael,1 model,125
CODEX: DARK ANGELS,Regular,Belial,1 model,85
CODEX: DARK ANGELS,Regular,Deathwing Knights,5 models,250
CODEX: DARK ANGELS,Regular,Deathwing Terminator Squad,5 models,180
CODEX: DARK ANGELS,Regular,Deathwing Terminator Squad,10 models,360
CODEX: DARK ANGELS,Regular,Ezekiel,1 model,75
CODEX: DARK ANGELS,Regular,Inner Circle Companions,3 models,90
CODEX: DARK ANGELS,Regular,Inner Circle Companions,6 models,180
CODEX: DARK ANGELS,Regular,Land Speeder Vengeance,1 model,120
CODEX: DARK ANGELS,Regular,Lazarus,1 model,70
CODEX: DARK ANGELS,Regular,Lion El’Jonson,1 model,315
CODEX: DARK ANGELS,Regular,Nephilim Jetfighter,1 model,195
CODEX: DARK ANGELS,Regular,Ravenwing Black Knights,3 models,80
CODEX: DARK ANGELS,Regular,Ravenwing Black Knights,6 models,160
CODEX: DARK ANGELS,Regular,Ravenwing Command Squad,3 models,120
CODEX: DARK ANGELS,Regular,Ravenwing Dark Talon,1 model,210
CODEX: DARK ANGELS,Regular,Ravenwing Darkshroud,1 model,100
CODEX: DARK ANGELS,Regular,Sammael,1 model,115
CODEX: DARK ANGELS,Detachment Enhancement,Master of Manoeuvre,Company of Hunters,15
CODEX: DARK ANGELS,Detachment Enhancement,Master-crafted Weapon,Company of Hunters,10
CODEX: DARK ANGELS,Detachment Enhancement,Mounted Strategist,Company of Hunters,30
CODEX: DARK ANGELS,Detachment Enhancement,Recon Hunter,Company of Hunters,20
CODEX: DARK ANGELS,Detachment Enhancement,Champion of the Deathwing,Inner Circle Task Force,15
CODEX: DARK ANGELS,Detachment Enhancement,Deathwing Assault,Inner Circle Task Force,30
CODEX: DARK ANGELS,Detachment Enhancement,Eye of the Unseen,Inner Circle Task Force,10
CODEX: DARK ANGELS,Detachment Enhancement,Singular Will,Inner Circle Task Force,20
CODEX: DARK ANGELS,Detachment Enhancement,Calibanite Armaments,Lion’s Blade Task Force,15
CODEX: DARK ANGELS,Detachment Enhancement,Fulgus Magna,Lion’s Blade Task Force,20
CODEX: DARK ANGELS,Detachment Enhancement,Lord of the Hunt,Lion’s Blade Task Force,15
CODEX: DARK ANGELS,Detachment Enhancement,Stalwart Champion,Lion’s Blade Task Force,25
CODEX: DARK ANGELS,Detachment Enhancement,Pennant of Remembrance,Unforgiven Task Force,10
CODEX: DARK ANGELS,Detachment Enhancement,Shroud of Heroes,Unforgiven Task Force,25
CODEX: DARK ANGELS,Detachment Enhancement,Stubborn Tenacity,Unforgiven Task Force,15
CODEX: DARK ANGELS,Detachment Enhancement,Weapons of the First Legion,Unforgiven Task Force,15
CODEX: DARK ANGELS,Detachment Enhancement,Ancient Weapons,Wrath of the Rock,25
CODEX: DARK ANGELS,Detachment Enhancement,Deathwing Assault,Wrath of the Rock,15
CODEX: DARK ANGELS,Detachment Enhancement,Lord of the Ravenwing,Wrath of the Rock,10
CODEX: DARK ANGELS,Detachment Enhancement,Tempered inBattle,Wrath of the Rock,10
CODEX: DEATH GUARD,Regular,Biologus Putrifier,1 model,60
CODEX: DEATH GUARD,Regular,Blightlord Terminators,3 models,115
CODEX: DEATH GUARD,Regular,Blightlord Terminators,5 models,185
CODEX: DEATH GUARD,Regular,Blightlord Terminators,10 models,370
CODEX: DEATH GUARD,Regular,Chaos Land Raider,1 model,220
CODEX: DEATH GUARD,Regular,Chaos Predator Annihilator,1 model,135
CODEX: DEATH GUARD,Regular,Chaos Predator Destructor,1 model,145
CODEX: DEATH GUARD,Regular,Chaos Rhino,1 model,85
CODEX: DEATH GUARD,Regular,Chaos Spawn of Nurgle,2 models,80
CODEX: DEATH GUARD,Regular,Daemon Prince of Nurgle,1 model,195
CODEX: DEATH GUARD,Regular,Daemon Prince of Nurgle with Wings,1 model,180
CODEX: DEATH GUARD,Regular,Deathshroud Terminators,3 models,160
CODEX: DEATH GUARD,Regular,Deathshroud Terminators,6 models,320
CODEX: DEATH GUARD,Regular,Defiler,1 model,165
CODEX: DEATH GUARD,Regular,Foetid Bloat-drone,1 model,100
CODEX: DEATH GUARD,Regular,Foetid Bloat-drone with Heavy Blight Launcher,1 model,120
CODEX: DEATH GUARD,Regular,Foul Blightspawn,1 model,75
CODEX: DEATH GUARD,Regular,Helbrute,1 model,115
CODEX: DEATH GUARD,Regular,Icon Bearer,1 model,45
CODEX: DEATH GUARD,Regular,Lord of Contagion,1 model,120
CODEX: DEATH GUARD,Regular,Lord of Poxes,1 model,75
CODEX: DEATH GUARD,Regular,Lord of Virulence,1 model,100
CODEX: DEATH GUARD,Regular,Malignant Plaguecaster,1 model,60
CODEX: DEATH GUARD,Regular,Miasmic Malignifier,1 model,105
CODEX: DEATH GUARD,Regular,Mortarion,1 model,380
CODEX: DEATH GUARD,Regular,Myphitic Blight-haulers,1 model,100
CODEX: DEATH GUARD,Regular,Myphitic Blight-haulers,2 models,200
CODEX: DEATH GUARD,Regular,Noxious Blightbringer,1 model,50
CODEX: DEATH GUARD,Regular,Plague Marines,5 models,95
CODEX: DEATH GUARD,Regular,Plague Marines,7 models,130
CODEX: DEATH GUARD,Regular,Plague Marines,10 models,190
CODEX: DEATH GUARD,Regular,Plague Surgeon,1 model,50
CODEX: DEATH GUARD,Regular,Plagueburst Crawler,1 model,210
CODEX: DEATH GUARD,Regular,Poxwalkers,10 models,65
CODEX: DEATH GUARD,Regular,Poxwalkers,20 models,130
CODEX: DEATH GUARD,Regular,Tallyman,1 model,50
CODEX: DEATH GUARD,Regular,Typhus,1 model,100
CODEX: DEATH GUARD,Regular,PLAGUE LEGIONS Beasts of Nurgle,1 model,65
CODEX: DEATH GUARD,Regular,PLAGUE LEGIONS Beasts of Nurgle,2 models,130
CODEX: DEATH GUARD,Regular,Great Unclean One,1 model,250
CODEX: DEATH GUARD,Regular,Nurglings,3 models,40
CODEX: DEATH GUARD,Regular,Nurglings,6 models,70
CODEX: DEATH GUARD,Regular,Plague Drones,3 models,115
CODEX: DEATH GUARD,Regular,Plague Drones,6 models,230
CODEX: DEATH GUARD,Regular,Plaguebearers,10 models,110
CODEX: DEATH GUARD,Regular,Rotigus,1 model,265
CODEX: DEATH GUARD,Detachment Enhancement,Cornucophagus,Champions of Contagion,35
CODEX: DEATH GUARD,Detachment Enhancement,Final Ingredient,Champions of Contagion,20
CODEX: DEATH GUARD,Detachment Enhancement,Needle of Nurgle,Champions of Contagion,25
CODEX: DEATH GUARD,Detachment Enhancement,Visions of Virulence,Champions of Contagion,15
CODEX: DEATH GUARD,Detachment Enhancement,Face of Death,Death Lord’s Chosen,10
CODEX: DEATH GUARD,Detachment Enhancement,Helm of the Fly King,Death Lord’s Chosen,20
CODEX: DEATH GUARD,Detachment Enhancement,Vile Vigour,Death Lord’s Chosen,15
CODEX: DEATH GUARD,Detachment Enhancement,Warprot Talisman,Death Lord’s Chosen,30
CODEX: DEATH GUARD,Detachment Enhancement,Droning Chorus,Flyblown Host,15
CODEX: DEATH GUARD,Detachment Enhancement,Insectile Murmuration,Flyblown Host,20
CODEX: DEATH GUARD,Detachment Enhancement,Plagueveil,Flyblown Host,25
CODEX: DEATH GUARD,Detachment Enhancement,Rejuvenating Swarm,Flyblown Host,10
CODEX: DEATH GUARD,Detachment Enhancement,Bilemaw Blight,Mortarion’s Hammer,10
CODEX: DEATH GUARD,Detachment Enhancement,Eye of Affliction,Mortarion’s Hammer,20
CODEX: DEATH GUARD,Detachment Enhancement,Shriekworm Familiar,Mortarion’s Hammer,15
CODEX: DEATH GUARD,Detachment Enhancement,Tendrilous Emissions,Mortarion’s Hammer,30
CODEX: DEATH GUARD,Detachment Enhancement,Lord of the Walking Pox,Shamblerot Vectorium,15
CODEX: DEATH GUARD,Detachment Enhancement,Sorrowsyphon,Shamblerot Vectorium,10
CODEX: DEATH GUARD,Detachment Enhancement,Talisman of Burgeoning,Shamblerot Vectorium,25
CODEX: DEATH GUARD,Detachment Enhancement,Witherbone Pipes,Shamblerot Vectorium,25
CODEX: DEATH GUARD,Detachment Enhancement,Beckoning Blight,Tallyband Summoners,20
CODEX: DEATH GUARD,Detachment Enhancement,Entropic Knell,Tallyband Summoners,15
CODEX: DEATH GUARD,Detachment Enhancement,Fell Harvester,Tallyband Summoners,10
CODEX: DEATH GUARD,Detachment Enhancement,Tome of Bounteous Blessings,Tallyband Summoners,20
CODEX: DEATH GUARD,Detachment Enhancement,Arch Contaminator,Virulent Vectorium,25
CODEX: DEATH GUARD,Detachment Enhancement,Daemon Weapon of Nurgle,Virulent Vectorium,10
CODEX: DEATH GUARD,Detachment Enhancement,Furnace of Plagues,Virulent Vectorium,25
CODEX: DEATH GUARD,Detachment Enhancement,Revolting Regeneration,Virulent Vectorium,20
INDEX: DEATHWATCH,Regular,Corvus Blackstar,1 model,180
INDEX: DEATHWATCH,Regular,Deathwatch Terminator Squad,5 models,190
INDEX: DEATHWATCH,Regular,Deathwatch Terminator Squad,10 models,350
INDEX: DEATHWATCH,Regular,Deathwatch Veterans,5 models,100
INDEX: DEATHWATCH,Regular,Deathwatch Veterans,10 models,190
INDEX: DEATHWATCH,Regular,Decimus Kill Team,5 models,100
INDEX: DEATHWATCH,Regular,Decimus Kill Team,10 models,200
INDEX: DEATHWATCH,Regular,Fortis Kill Team,10 models,180
INDEX: DEATHWATCH,Regular,Indomitor Kill Team,10 models,265
INDEX: DEATHWATCH,Regular,Spectrus Kill Team,10 models,180
INDEX: DEATHWATCH,Regular,Talonstrike Kill Team,10 models,275
INDEX: DEATHWATCH,Regular,Watch CaptainArtemis,1 model,65
INDEX: DEATHWATCH,Regular,Watch Master,1 model,95
INDEX: DEATHWATCH,Detachment Enhancement,Beacon Angelis,Black Spear Task Force,25
INDEX: DEATHWATCH,Detachment Enhancement,Osseus Key,Black Spear Task Force,15
INDEX: DEATHWATCH,Detachment Enhancement,The Tome of Ectoclades,Black Spear Task Force,30
INDEX: DEATHWATCH,Detachment Enhancement,Thief of Secrets,Black Spear Task Force,25
CODEX: DRUKHARI,Regular,Archon,1 model,80
CODEX: DRUKHARI,Regular,Cronos,1 model,55
CODEX: DRUKHARI,Regular,Cronos,2 models,110
CODEX: DRUKHARI,Regular,Drazhar,1 model,85
CODEX: DRUKHARI,Regular,Haemonculus,1 model,60
CODEX: DRUKHARI,Regular,Hand of the Archon,10 models,125
CODEX: DRUKHARI,Regular,Hellions,5 models,85
CODEX: DRUKHARI,Regular,Hellions,10 models,170
CODEX: DRUKHARI,Regular,Incubi,5 models,90
CODEX: DRUKHARI,Regular,Incubi,10 models,180
CODEX: DRUKHARI,Regular,Kabalite Warriors,10 models,115
CODEX: DRUKHARI,Regular,Lady Malys,1 model,100
CODEX: DRUKHARI,Regular,Lelith Hesperax,1 model,85
CODEX: DRUKHARI,Regular,Mandrakes,5 models,75
CODEX: DRUKHARI,Regular,Mandrakes,10 models,150
CODEX: DRUKHARI,Regular,Raider,1 model,85
CODEX: DRUKHARI,Regular,Ravager,1 model,110
CODEX: DRUKHARI,Regular,Razorwing Jetfighter,1 model,170
CODEX: DRUKHARI,Regular,Reavers,3 models,70
CODEX: DRUKHARI,Regular,Reavers,6 models,140
CODEX: DRUKHARI,Regular,Scourges with Heavy Weapons,5 models,130
CODEX: DRUKHARI,Regular,Scourges with Shardcarbines,5 models,75
CODEX: DRUKHARI,Regular,Succubus,1 model,50
CODEX: DRUKHARI,Regular,Talos,1 model,80
CODEX: DRUKHARI,Regular,Talos,2 models,160
CODEX: DRUKHARI,Regular,Venom,1 model,70
CODEX: DRUKHARI,Regular,Voidraven Bomber,1 model,245
CODEX: DRUKHARI,Regular,Wracks,5 models,60
CODEX: DRUKHARI,Regular,Wracks,8 models,100
CODEX: DRUKHARI,Regular,Wracks,10 models,120
CODEX: DRUKHARI,Regular,Wyches,10 models,90
CODEX: DRUKHARI,Detachment Enhancement,Master Artisan,Covenite Coterie,20
CODEX: DRUKHARI,Detachment Enhancement,Master Nemesine,Covenite Coterie,5
CODEX: DRUKHARI,Detachment Enhancement,Master Regenesist,Covenite Coterie,25
CODEX: DRUKHARI,Detachment Enhancement,Master Repugnomancer,Covenite Coterie,15
CODEX: DRUKHARI,Detachment Enhancement,Informant Network,Kabalite Cartel,30
CODEX: DRUKHARI,Detachment Enhancement,Leechbite Plate,Kabalite Cartel,5
CODEX: DRUKHARI,Detachment Enhancement,Towering Arrogance,Kabalite Cartel,20
CODEX: DRUKHARI,Detachment Enhancement,Webway Awl,Kabalite Cartel,25
CODEX: DRUKHARI,Detachment Enhancement,Crucible of Malediction,Realspace Raiders,20
CODEX: DRUKHARI,Detachment Enhancement,Dark Vitality,Realspace Raiders,25
CODEX: DRUKHARI,Detachment Enhancement,Eye of Spite,Realspace Raiders,15
CODEX: DRUKHARI,Detachment Enhancement,Labyrinthine Cunning,Realspace Raiders,25
CODEX: DRUKHARI,Detachment Enhancement,Archraider,Reaper’s Wager,15
CODEX: DRUKHARI,Detachment Enhancement,Conductor of Torment,Reaper’s Wager,20
CODEX: DRUKHARI,Detachment Enhancement,Reaper’s Cowl,Reaper’s Wager,25
CODEX: DRUKHARI,Detachment Enhancement,Webway Walker,Reaper’s Wager,15
CODEX: DRUKHARI,Detachment Enhancement,Nightmare Shroud,Skysplinter Assault,20
CODEX: DRUKHARI,Detachment Enhancement,Phantasmal Smoke,Skysplinter Assault,15
CODEX: DRUKHARI,Detachment Enhancement,Sadistic Fulcrum,Skysplinter Assault,15
CODEX: DRUKHARI,Detachment Enhancement,Spiteful Raider,Skysplinter Assault,10
CODEX: DRUKHARI,Detachment Enhancement,Chronoshard,Spectacle of Spite,15
CODEX: DRUKHARI,Detachment Enhancement,Morghenna’s Curse,Spectacle of Spite,20
CODEX: DRUKHARI,Detachment Enhancement,Periaptof Torments,Spectacle of Spite,25
CODEX: DRUKHARI,Detachment Enhancement,Pharmacophex,Spectacle of Spite,15
CODEX: EMPEROR'S CHILDREN,Regular,Chaos Land Raider,1 model,220
CODEX: EMPEROR'S CHILDREN,Regular,Chaos Rhino,1 model,80
CODEX: EMPEROR'S CHILDREN,Regular,Chaos Spawn,2 models,70
CODEX: EMPEROR'S CHILDREN,Regular,Chaos Terminators,5 models,145
CODEX: EMPEROR'S CHILDREN,Regular,Daemon Prince of Slaanesh,1 model,180
CODEX: EMPEROR'S CHILDREN,Regular,Daemon Prince of Slaanesh with Wings,1 model,215
CODEX: EMPEROR'S CHILDREN,Regular,Flawless Blades,3 models,100
CODEX: EMPEROR'S CHILDREN,Regular,Flawless Blades,6 models,200
CODEX: EMPEROR'S CHILDREN,Regular,Fulgrim,1 model,340
CODEX: EMPEROR'S CHILDREN,Regular,Heldrake,1 model,195
CODEX: EMPEROR'S CHILDREN,Regular,Infractors,5 models,85
CODEX: EMPEROR'S CHILDREN,Regular,Infractors,10 models,160
CODEX: EMPEROR'S CHILDREN,Regular,Lord Exultant,1 model,80
CODEX: EMPEROR'S CHILDREN,Regular,Lord Kakophonist,1 model,70
CODEX: EMPEROR'S CHILDREN,Regular,Lucius the Eternal,1 model,150
CODEX: EMPEROR'S CHILDREN,Regular,Maulerfiend,1 model,130
CODEX: EMPEROR'S CHILDREN,Regular,Noise Marines,6 models,145
CODEX: EMPEROR'S CHILDREN,Regular,Sorcerer,1 model,60
CODEX: EMPEROR'S CHILDREN,Regular,Tormentors,5 models,85
CODEX: EMPEROR'S CHILDREN,Regular,Tormentors,10 models,160
CODEX: EMPEROR'S CHILDREN,Regular,LEGIONS OF EXCESS Daemonettes,10 models,90
CODEX: EMPEROR'S CHILDREN,Regular,Fiends,3 models,95
CODEX: EMPEROR'S CHILDREN,Regular,Fiends,6 models,190
CODEX: EMPEROR'S CHILDREN,Regular,Keeper of Secrets,1 model,240
CODEX: EMPEROR'S CHILDREN,Regular,Seekers,5 models,80
CODEX: EMPEROR'S CHILDREN,Regular,Seekers,10 models,160
CODEX: EMPEROR'S CHILDREN,Regular,Shalaxi Helbane,1 model,340
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Dark Blessings,Carnival of Excess,10
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Empyric Sufiusion,Carnival of Excess,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Possessed Blade,Carnival of Excess,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Warp Walker,Carnival of Excess,30
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Pledge of Dark Glory,Coterie of the Conceited,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Pledge of Eternal Servitude,Coterie of the Conceited,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Pledge of Mortal Pain,Coterie of the Conceited,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Pledge of Unholy Fortune,Coterie of the Conceited,30
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Exalted Patron,Court of the Phoenician,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Soulstain Made Manifest,Court of the Phoenician,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Spiritsliver,Court of the Phoenician,20
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Tears of the Phoenix,Court of the Phoenician,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Intoxicating Musk,Mercurial Host,20
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Loathsome Dexterity,Mercurial Host,10
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Steeped in Sufiering,Mercurial Host,20
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Tactical Perfection,Mercurial Host,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Blinding Speed,Peerless Bladesmen,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Distortion,Peerless Bladesmen,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Faultless Opportunist,Peerless Bladesmen,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Rise to the Challenge,Peerless Bladesmen,30
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Accomplished Tactician,Rapid Evisceration,35
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Heretek Adept,Rapid Evisceration,35
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Spearhead Striker,Rapid Evisceration,20
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Sublime Prescience,Rapid Evisceration,25
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Eager to Prove,Slaanesh’s Chosen,15
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Proud and Vainglorious,Slaanesh’s Chosen,20
CODEX: EMPEROR'S CHILDREN,Detachment Enhancement,Slayer of Champions,Slaanesh’s Chosen,15
CODEX: GENESTEALER CULTS,Regular,Aberrants,5 models,135
CODEX: GENESTEALER CULTS,Regular,Aberrants,10 models,300
CODEX: GENESTEALER CULTS,Regular,Abominant,1 model,85
CODEX: GENESTEALER CULTS,Regular,Achilles Ridgerunners,1 model,95
CODEX: GENESTEALER CULTS,Regular,Achilles Ridgerunners,2 models,170
CODEX: GENESTEALER CULTS,Regular,Acolyte Hybrids with Autopistols,5 models,65
CODEX: GENESTEALER CULTS,Regular,Acolyte Hybrids with Autopistols,10 models,130
CODEX: GENESTEALER CULTS,Regular,Acolyte Hybrids with Hand Flamers,5 models,70
CODEX: GENESTEALER CULTS,Regular,Acolyte Hybrids with Hand Flamers,10 models,140
CODEX: GENESTEALER CULTS,Regular,Acolyte Iconward,1 model,50
CODEX: GENESTEALER CULTS,Regular,Atalan Jackals,5 models,85
CODEX: GENESTEALER CULTS,Regular,Atalan Jackals,10 models,150
CODEX: GENESTEALER CULTS,Regular,Benefictus,1 model,70
CODEX: GENESTEALER CULTS,Regular,Biophagus,1 model,50
CODEX: GENESTEALER CULTS,Regular,Clamavus,1 model,50
CODEX: GENESTEALER CULTS,Regular,Goliath Rockgrinder,1 model,120
CODEX: GENESTEALER CULTS,Regular,Goliath Truck,1 model,85
CODEX: GENESTEALER CULTS,Regular,Hybrid Metamorphs,5 models,70
CODEX: GENESTEALER CULTS,Regular,Hybrid Metamorphs,10 models,140
CODEX: GENESTEALER CULTS,Regular,Jackal Alphus,1 model,55
CODEX: GENESTEALER CULTS,Regular,Kelermorph,1 model,60
CODEX: GENESTEALER CULTS,Regular,Locus,1 model,45
CODEX: GENESTEALER CULTS,Regular,Magus,1 model,50
CODEX: GENESTEALER CULTS,Regular,Neophyte Hybrids,10 models,65
CODEX: GENESTEALER CULTS,Regular,Neophyte Hybrids,20 models,145
CODEX: GENESTEALER CULTS,Regular,Nexos,1 model,60
CODEX: GENESTEALER CULTS,Regular,Patriarch,1 model,75
CODEX: GENESTEALER CULTS,Regular,Primus,1 model,70
CODEX: GENESTEALER CULTS,Regular,Purestrain Genestealers,5 models,75
